cliente;Atrasos;Resposta;TempoRel;valorFatura;GastosAlim;RegRisc;RendaMensal
11336;4-Mais de 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;III;4-mais de R$4500
11337;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;1-Até  R1518
11338;1-Até 3 dias;0;3-3 a 8 anos;3-R$800 a R$1499;1-Até 10%;I;2-R$1519 a R$3000
11339;3-15 a 30 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
11340;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;IV;4-mais de R$4500
11341;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;III;1-Até  R1518
11342;4-Mais de 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
11343;4-Mais de 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;II;3-R$3000 a R$4500
11344;1-Até 3 dias;0;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;II;1-Até  R1518
11345;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;1-Até  R1518
11346;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
11347;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;III;4-mais de R$4500
11348;1-Até 3 dias;0;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;II;3-R$3000 a R$4500
11349;3-15 a 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;I;2-R$1519 a R$3000
11350;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;2-10% a 20%;IV;2-R$1519 a R$3000
11351;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;4-mais de R$4500
11352;4-Mais de 30 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
11353;1-Até 3 dias;1;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
11354;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;I;1-Até  R1518
11355;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;III;4-mais de R$4500
11356;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
11357;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;4-30% e mais;II;1-Até  R1518
11358;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;4-30% e mais;III;2-R$1519 a R$3000
11359;2-3 a 15 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;III;3-R$3000 a R$4500
11360;1-Até 3 dias;0;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;III;4-mais de R$4500
11361;3-15 a 30 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;IV;3-R$3000 a R$4500
11362;3-15 a 30 dias;0;4-mais 8 anos;4-R$1500 e mais;3-20% a 30%;II;4-mais de R$4500
11363;1-Até 3 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;3-R$3000 a R$4500
11364;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;II;1-Até  R1518
11365;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;2-R$1519 a R$3000
11366;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;2-R$1519 a R$3000
11367;2-3 a 15 dias;0;4-mais 8 anos;4-R$1500 e mais;1-Até 10%;III;3-R$3000 a R$4500
11368;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
11369;4-Mais de 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;4-30% e mais;II;4-mais de R$4500
11370;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;1-Até 10%;III;3-R$3000 a R$4500
11371;1-Até 3 dias;0;4-mais 8 anos;3-R$800 a R$1499;2-10% a 20%;II;2-R$1519 a R$3000
11372;2-3 a 15 dias;1;2-1 a 3 anos;4-R$1500 e mais;4-30% e mais;I;3-R$3000 a R$4500
11373;2-3 a 15 dias;0;1-até 1 ano;4-R$1500 e mais;1-Até 10%;II;3-R$3000 a R$4500
11374;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;2-10% a 20%;I;3-R$3000 a R$4500
11375;1-Até 3 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;3-R$3000 a R$4500
11376;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
11377;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;I;2-R$1519 a R$3000
11378;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;III;3-R$3000 a R$4500
11379;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;4-30% e mais;IV;4-mais de R$4500
11380;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;I;1-Até  R1518
11381;2-3 a 15 dias;0;1-até 1 ano;4-R$1500 e mais;1-Até 10%;I;3-R$3000 a R$4500
11382;2-3 a 15 dias;1;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;3-R$3000 a R$4500
11383;1-Até 3 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
11384;4-Mais de 30 dias;1;2-1 a 3 anos;3-R$800 a R$1499;2-10% a 20%;II;1-Até  R1518
11385;2-3 a 15 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
11386;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;III;2-R$1519 a R$3000
11387;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;2-R$1519 a R$3000
11388;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;IV;4-mais de R$4500
11389;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;1-Até 10%;I;3-R$3000 a R$4500
11390;1-Até 3 dias;0;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;IV;4-mais de R$4500
11391;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;II;2-R$1519 a R$3000
11392;4-Mais de 30 dias;1;1-até 1 ano;4-R$1500 e mais;3-20% a 30%;IV;4-mais de R$4500
11393;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;4-30% e mais;I;1-Até  R1518
11394;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
11395;4-Mais de 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;1-Até 10%;II;2-R$1519 a R$3000
11396;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;II;2-R$1519 a R$3000
11397;1-Até 3 dias;0;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;4-mais de R$4500
11398;1-Até 3 dias;0;1-até 1 ano;1-Até R$250;1-Até 10%;IV;2-R$1519 a R$3000
11399;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
11400;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;3-20% a 30%;II;1-Até  R1518
11401;3-15 a 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
11402;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
11403;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
11404;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;II;2-R$1519 a R$3000
11405;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;III;4-mais de R$4500
11406;3-15 a 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;II;2-R$1519 a R$3000
11407;1-Até 3 dias;1;3-3 a 8 anos;4-R$1500 e mais;1-Até 10%;I;1-Até  R1518
11408;1-Até 3 dias;1;1-até 1 ano;4-R$1500 e mais;2-10% a 20%;I;2-R$1519 a R$3000
11409;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;I;1-Até  R1518
11410;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
11411;3-15 a 30 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;1-Até  R1518
11412;4-Mais de 30 dias;0;2-1 a 3 anos;4-R$1500 e mais;2-10% a 20%;IV;2-R$1519 a R$3000
11413;2-3 a 15 dias;1;4-mais 8 anos;1-Até R$250;2-10% a 20%;I;4-mais de R$4500
11414;3-15 a 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;II;1-Até  R1518
11415;4-Mais de 30 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;II;1-Até  R1518
11416;3-15 a 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;1-Até  R1518
11417;1-Até 3 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;III;2-R$1519 a R$3000
11418;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;1-Até  R1518
11419;1-Até 3 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;II;2-R$1519 a R$3000
11420;3-15 a 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
11421;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
11422;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;1-Até 10%;I;1-Até  R1518
11423;2-3 a 15 dias;1;4-mais 8 anos;1-Até R$250;3-20% a 30%;I;3-R$3000 a R$4500
11424;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;4-30% e mais;I;3-R$3000 a R$4500
11425;2-3 a 15 dias;1;4-mais 8 anos;4-R$1500 e mais;1-Até 10%;I;1-Até  R1518
11426;3-15 a 30 dias;1;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;I;4-mais de R$4500
11427;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;IV;2-R$1519 a R$3000
11428;4-Mais de 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;II;3-R$3000 a R$4500
11429;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;IV;2-R$1519 a R$3000
11430;3-15 a 30 dias;1;2-1 a 3 anos;1-Até R$250;2-10% a 20%;II;2-R$1519 a R$3000
11431;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;III;1-Até  R1518
11432;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
11433;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;I;4-mais de R$4500
11434;1-Até 3 dias;0;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;IV;2-R$1519 a R$3000
11435;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;I;3-R$3000 a R$4500
11436;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;IV;1-Até  R1518
11437;4-Mais de 30 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;III;2-R$1519 a R$3000
11438;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
11439;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;4-mais de R$4500
11440;1-Até 3 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;IV;4-mais de R$4500
11441;2-3 a 15 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
11442;4-Mais de 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;IV;1-Até  R1518
11443;4-Mais de 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
11444;4-Mais de 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;II;2-R$1519 a R$3000
11445;2-3 a 15 dias;1;1-até 1 ano;4-R$1500 e mais;2-10% a 20%;I;1-Até  R1518
11446;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
11447;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;I;2-R$1519 a R$3000
11448;3-15 a 30 dias;1;1-até 1 ano;3-R$800 a R$1499;1-Até 10%;IV;3-R$3000 a R$4500
11449;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
11450;2-3 a 15 dias;0;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;II;1-Até  R1518
11451;3-15 a 30 dias;0;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;IV;3-R$3000 a R$4500
11452;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
11453;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;2-R$1519 a R$3000
11454;1-Até 3 dias;0;2-1 a 3 anos;1-Até R$250;4-30% e mais;II;4-mais de R$4500
11455;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;III;2-R$1519 a R$3000
11456;3-15 a 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;1-Até 10%;III;2-R$1519 a R$3000
11457;1-Até 3 dias;0;3-3 a 8 anos;3-R$800 a R$1499;3-20% a 30%;I;3-R$3000 a R$4500
11458;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;IV;3-R$3000 a R$4500
11459;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;4-mais de R$4500
11460;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;II;3-R$3000 a R$4500
11461;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
11462;3-15 a 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
11463;2-3 a 15 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;IV;4-mais de R$4500
11464;3-15 a 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;1-Até 10%;IV;2-R$1519 a R$3000
11465;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;1-Até 10%;II;1-Até  R1518
11466;1-Até 3 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;III;2-R$1519 a R$3000
11467;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;II;2-R$1519 a R$3000
11468;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;I;4-mais de R$4500
11469;4-Mais de 30 dias;0;2-1 a 3 anos;3-R$800 a R$1499;2-10% a 20%;IV;1-Até  R1518
11470;2-3 a 15 dias;0;4-mais 8 anos;4-R$1500 e mais;2-10% a 20%;I;4-mais de R$4500
11471;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;IV;1-Até  R1518
11472;2-3 a 15 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
11473;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;4-mais de R$4500
11474;2-3 a 15 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;2-R$1519 a R$3000
11475;3-15 a 30 dias;0;4-mais 8 anos;3-R$800 a R$1499;1-Até 10%;IV;4-mais de R$4500
11476;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;2-R$1519 a R$3000
11477;2-3 a 15 dias;1;4-mais 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
11478;4-Mais de 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;3-R$3000 a R$4500
11479;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
11480;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;4-30% e mais;III;3-R$3000 a R$4500
11481;1-Até 3 dias;0;1-até 1 ano;1-Até R$250;2-10% a 20%;II;3-R$3000 a R$4500
11482;3-15 a 30 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;IV;4-mais de R$4500
11483;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;1-Até 10%;III;2-R$1519 a R$3000
11484;1-Até 3 dias;1;2-1 a 3 anos;3-R$800 a R$1499;2-10% a 20%;IV;1-Até  R1518
11485;1-Até 3 dias;0;3-3 a 8 anos;1-Até R$250;4-30% e mais;IV;2-R$1519 a R$3000
11486;1-Até 3 dias;0;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
11487;4-Mais de 30 dias;0;4-mais 8 anos;3-R$800 a R$1499;3-20% a 30%;I;3-R$3000 a R$4500
11488;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;4-30% e mais;III;2-R$1519 a R$3000
11489;2-3 a 15 dias;0;4-mais 8 anos;4-R$1500 e mais;3-20% a 30%;IV;1-Até  R1518
11490;3-15 a 30 dias;1;4-mais 8 anos;3-R$800 a R$1499;2-10% a 20%;III;2-R$1519 a R$3000
11491;3-15 a 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;III;2-R$1519 a R$3000
11492;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;I;2-R$1519 a R$3000
11493;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;III;3-R$3000 a R$4500
11494;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;2-10% a 20%;III;1-Até  R1518
11495;1-Até 3 dias;0;2-1 a 3 anos;1-Até R$250;4-30% e mais;III;1-Até  R1518
11496;2-3 a 15 dias;1;4-mais 8 anos;3-R$800 a R$1499;1-Até 10%;II;1-Até  R1518
11497;3-15 a 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;I;3-R$3000 a R$4500
11498;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;4-mais de R$4500
11499;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;III;2-R$1519 a R$3000
11500;3-15 a 30 dias;1;3-3 a 8 anos;1-Até R$250;4-30% e mais;I;3-R$3000 a R$4500
11501;2-3 a 15 dias;0;4-mais 8 anos;3-R$800 a R$1499;3-20% a 30%;IV;1-Até  R1518
11502;4-Mais de 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;IV;2-R$1519 a R$3000
11503;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
11504;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;4-30% e mais;II;1-Até  R1518
11505;3-15 a 30 dias;0;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;II;2-R$1519 a R$3000
11506;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;III;3-R$3000 a R$4500
11507;3-15 a 30 dias;0;2-1 a 3 anos;3-R$800 a R$1499;4-30% e mais;I;4-mais de R$4500
11508;4-Mais de 30 dias;1;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;II;1-Até  R1518
11509;2-3 a 15 dias;0;2-1 a 3 anos;1-Até R$250;4-30% e mais;III;1-Até  R1518
11510;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;1-Até  R1518
11511;1-Até 3 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;III;1-Até  R1518
11512;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;II;2-R$1519 a R$3000
11513;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;I;4-mais de R$4500
11514;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;4-mais de R$4500
11515;2-3 a 15 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;3-R$3000 a R$4500
11516;2-3 a 15 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;II;4-mais de R$4500
11517;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;3-20% a 30%;III;4-mais de R$4500
11518;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;1-Até  R1518
11519;4-Mais de 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;II;1-Até  R1518
11520;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;2-10% a 20%;II;1-Até  R1518
11521;4-Mais de 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
11522;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;I;4-mais de R$4500
11523;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;4-30% e mais;III;1-Até  R1518
11524;4-Mais de 30 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;IV;2-R$1519 a R$3000
11525;4-Mais de 30 dias;1;2-1 a 3 anos;3-R$800 a R$1499;1-Até 10%;III;1-Até  R1518
11526;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;III;4-mais de R$4500
11527;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;IV;3-R$3000 a R$4500
11528;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;4-30% e mais;II;1-Até  R1518
11529;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;III;3-R$3000 a R$4500
11530;4-Mais de 30 dias;0;1-até 1 ano;4-R$1500 e mais;4-30% e mais;III;3-R$3000 a R$4500
11531;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;1-Até 10%;IV;3-R$3000 a R$4500
11532;2-3 a 15 dias;0;2-1 a 3 anos;1-Até R$250;2-10% a 20%;II;2-R$1519 a R$3000
11533;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;III;2-R$1519 a R$3000
11534;2-3 a 15 dias;1;2-1 a 3 anos;1-Até R$250;3-20% a 30%;I;2-R$1519 a R$3000
11535;2-3 a 15 dias;0;2-1 a 3 anos;3-R$800 a R$1499;1-Até 10%;II;3-R$3000 a R$4500
11536;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;1-Até 10%;I;1-Até  R1518
11537;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;III;2-R$1519 a R$3000
11538;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;I;1-Até  R1518
11539;4-Mais de 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;III;4-mais de R$4500
11540;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;1-Até  R1518
11541;1-Até 3 dias;0;3-3 a 8 anos;3-R$800 a R$1499;1-Até 10%;I;2-R$1519 a R$3000
11542;3-15 a 30 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
11543;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;IV;4-mais de R$4500
11544;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;III;1-Até  R1518
11545;4-Mais de 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
11546;4-Mais de 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;II;3-R$3000 a R$4500
11547;1-Até 3 dias;0;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;II;1-Até  R1518
11548;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;1-Até  R1518
11549;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
11550;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;III;4-mais de R$4500
11551;1-Até 3 dias;0;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;II;3-R$3000 a R$4500
11552;3-15 a 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;I;2-R$1519 a R$3000
11553;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;2-10% a 20%;IV;2-R$1519 a R$3000
11554;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;4-mais de R$4500
11555;4-Mais de 30 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
11556;1-Até 3 dias;1;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
11557;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;I;1-Até  R1518
11558;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;III;4-mais de R$4500
11559;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
11560;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;4-30% e mais;II;1-Até  R1518
11561;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;4-30% e mais;III;2-R$1519 a R$3000
11562;2-3 a 15 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;III;3-R$3000 a R$4500
11563;1-Até 3 dias;0;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;III;4-mais de R$4500
11564;3-15 a 30 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;IV;3-R$3000 a R$4500
11565;3-15 a 30 dias;0;4-mais 8 anos;4-R$1500 e mais;3-20% a 30%;II;4-mais de R$4500
11566;1-Até 3 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;3-R$3000 a R$4500
11567;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;II;1-Até  R1518
11568;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;2-R$1519 a R$3000
11569;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;2-R$1519 a R$3000
11570;2-3 a 15 dias;0;4-mais 8 anos;4-R$1500 e mais;1-Até 10%;III;3-R$3000 a R$4500
11571;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
11572;4-Mais de 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;4-30% e mais;II;4-mais de R$4500
